"Schema","Table","Column.name","Data.type","Description"
"as_core","activity_accumulator_queue","content_pk1","id","This is a foreign key referencing the primary key of the course_contents table to indicate the Course Content this activity is associated with. This will be NULL if the activity is not Course Content related."
"as_core","activity_accumulator_queue","data","nvarchar(255)","The data wrapped by this event. The data is essentially free-form text, interpreted differently based on the type of this event."
"as_core","activity_accumulator_queue","session_id","id","This is the foreign key referencing sessions table."
"as_core","activity_accumulator_queue","course_pk1","id","This refers the primary key of the [AS_CORE].course_main table."
"as_core","activity_accumulator_queue","user_pk1","id","This is a foreign key referencing the primary key of the [AS_CORE].users table."
"as_core","activity_accumulator_queue","internal_handle","varchar(255)","This refers the internal_handle column of the [AS_CORE].navigation_item table."
"as_core","activity_accumulator_queue","status","numeric","This indicates the status of the event. Value values are SUCCESS or FAILURE. The values come from the TrackingEvent.Status enumeration."
"as_core","addressbook","title","nvarchar(100)","This is the title of the contact. NOTE: There is no UI input field available for this column - do not use."
"as_core","addressbook","pk1","id","This is the surrogate primary key for the table."
"as_core","addressbook","state","nvarchar(50)","This is the state of the address."
"as_core","addressbook","lastname","nvarchar(100)","This is the last name of the contact."
"as_core","addressbook","zip_code","nvarchar(50)","This is the zip code of the address."
"as_core","addressbook","street_2","nvarchar(100)","This is the second line street address."
"as_core","addressbook","city","nvarchar(50)","This is the city for the address."
"as_core","addressbook","h_phone_1","nvarchar(50)","This is the first home phone number for the contact."
"as_core","addressbook","users_pk1","id","This is FK from Users table. It is the owner of the contact record."
"as_core","addressbook","firstname","nvarchar(100)","This is the first name of the contact."
"as_core","addressbook","middlename","nvarchar(100)","This is the middle name of the contact."
"as_core","addressbook","h_fax","nvarchar(50)","This is the home fax number for the contact."
"as_core","addressbook","b_phone_1","nvarchar(50)","This is the first slot for business phone number for the contact."
"as_core","addressbook","street_1","nvarchar(100)","This is the first line street address."
"as_core","addressbook","email","varchar(100)","This is the email address of the contact."
"as_core","addressbook","country","nvarchar(50)","This is the country of the address."
"as_core","addressbook","company","nvarchar(100)","This is the company that the contact works for."
"as_core","addressbook","b_phone_2","nvarchar(50)","This is the second slot for business phone number for the contact. NOTE: There is no UI input field available for this column - do not use."
"as_core","addressbook","department","nvarchar(100)","This is the department that the contact works in. NOTE: There is no UI input field available for this column - do not use."
"as_core","addressbook","job_title","nvarchar(100)","This is the job title of the contact."
"as_core","addressbook","m_phone","nvarchar(50)","This is the mobile phone number for the contact."
"as_core","addressbook","webpage","varchar(100)","This is the web site url for the contact."
"as_core","addressbook","h_phone_2","nvarchar(50)","This is the second home phone number for the contact. NOTE: There is no UI input field available for this column - do not use."
"as_core","addressbook","b_fax","nvarchar(50)","This is the business fax number for the contact."
"as_core","admin_panel_communication","dtcreated","datetime","Indicates the timestamp for data entered."
"as_core","admin_panel_communication","start_date","datetime","Start date of the admin panel communication."
"as_core","admin_panel_communication","end_date","datetime","End date of the admin panel communication."
"as_core","admin_panel_communication","communication_data","ntext","This is the information communicated to admin users."
"as_core","admin_panel_communication","pk1","id","This is the surrogate primary key for the table."
"as_core","announcement_status","hidden","char(1)","This is the flag to indicate if the announcement is dismissed by audience."
"as_core","announcement_status","announcements_pk1","id","This is a foreign key referencing the primary key of the [AS_CORE].Announcements table."
"as_core","announcement_status","users_pk1","id","This is a foreign key referencing the primary key of the [AS_CORE].Users table. This is the user who dismissed the announcement."
"as_core","announcement_status","pk1","id","This is the surrogate primary key for the table."
"as_core","announcements","dtmodified","datetime","This is the date/time at which this announcement was last modified. (set to dtcreated on creation). NOT updated if order_num changes"
"as_core","announcements","users_pk1","id","This is a foreign key referencing the primary key of the [AS_CORE].Users table. This is the user who created the announcement."
"as_core","announcements","dtcreated","datetime","This is the date/time at which this announcement was created."
"as_core","announcements","permanent_ind","char(1)","This is the flag to indicate if the announcement is a permanent announcement."
"as_core","announcements","announcement","ntext","This is the text body of the announcement."
"as_core","announcements","text_format_type","char(1)","The text format of the announcement. P = Plain Text, H = HTML, also newline br and multiple newline p, S = Smart Text"
"as_core","announcements","announcement_priority","char(1)","This is the priority of the announcement."
"as_core","announcements","crsmain_pk1","id","This is a foreign key referencing the primary key of the [AS_CORE].course_main table. This is the course in which the announcement is created. 1 means it is a system announcement."
"as_core","announcements","last_t2v_date","datetime","Date announcement was last sent via Text-to-Voice"
"as_core","announcements","last_sms_date","datetime","Date announcement was last sent via SMS"
"as_core","announcements","show_on_login","char(1)","This is the flag that indicates if the announcement should be displayed at user logon."
"as_core","announcements","pk1","id","This is the surrogate primary key for the table."
"as_core","announcements","end_date","datetime","This is the time when the announcement should be displayed until."
"as_core","announcements","announcement_type","char(1)","This is the type of the announcement. S=System, C=Course"
"as_core","announcements","audience","ntext","This is the audience criteria string of targeted announcement. This string is in JSON format and generated by AnnounementAudienceTORest.java. The string may contain items like the name of system role, institution role and institution hierarchy node. If the referenced item is subsequently deleted, the reference remains in the audience string and is silently ignored when used."
"as_core","announcements","start_date","datetime","The date and time when the announcement will start to be displayed."
"as_core","announcements","order_num","int","This is an internal number ordering of the announcements."
"as_core","announcements","subject","nvarchar(333)","The subject line of the annoucement."
"as_core","announcements","push_notify","char(1)","This is field that used for internal code to flag on whether the system should send email announcement notifications to target users immediately, regardless of their notification settings"
"as_core","announcements","subject_color","varchar(20)","This is the color of the subject line that user can have a choice of."
"as_core","announcements","show_on_courses","char(1)","This is the flag that indicates if the announcement should be displayed in courses and organizations."
"as_core","application","configure_url","varchar(1000)","The URL used to configure the tool. This column is deprecated."
"as_core","application","large_icon","varchar(255)","This is the image file name for the icon that displays on the UI for the tool. 50 x 50 pixels."
"as_core","application","allow_guest_mask","int","This is the bit mask that indicates if guest is allowed to use this tool. SYSTEM = 0x00000001, COURSE = 0x00000002, ORG = 0x00000004, COURSE_GROUP = 0x00000008, ORG_GROUP = 0x00000010, NAVITEM_COURSE = 0x00000001, NAVITEM_ORG = 0x00000002, NONE = 0x00000000, ALL = 0xffffffff."
"as_core","application","group_tool_ind","char(1)","This is a boolean flag (Y/N) that indicates if the tool is a tool for group."
"as_core","application","application","varchar(64)","This is the handle of the tool, used to reference the tool in other database tables/code."
"as_core","application","description","ntext","This the localized description of the tool (almost always a bundle key reference)."
"as_core","application","name","nvarchar(64)","This is the localized name of the tool (almost always a bundle key reference). It should contain the same initial value as the label column."
"as_core","application","can_relabel_ind","char(1)","This is a boolean flag (Y/N) that indicates if the tool can be relabeled."
"as_core","application","small_icon","varchar(255)","This is the path and image file name for the small icon for the tool, if small icons are used. 12 x 12 pixels."
"as_core","application","type","varchar(20)",""
"as_core","application","can_configure_ind","char(1)","This is a boolean flag (Y/N) that indicates if the tool can be configured."
"as_core","application","configure_url","varchar(1000)","This contains the configuration URL for the tool."
"as_core","application","can_allow_guest_ind","char(1)","This is a boolean flag (Y/N) that indicates if guests are allowed to use the tool. This column is used in conjunction with allow_guest_mask."
"as_core","application","allow_observer_mask","int","This is the bit mask that indicates if observers are allowed to use this tool. SYSTEM = 0x00000001, COURSE = 0x00000002, ORG = 0x00000004, COURSE_GROUP = 0x00000008, ORG_GROUP = 0x00000010, NAVITEM_COURSE = 0x00000001, NAVITEM_ORG = 0x00000002, NONE = 0x00000000, ALL = 0xffffffff."
"as_core","application","tree_icon","varchar(255)","This is the path and image file name for the tree icon for the tool. 16 x 16 pixels."
"as_core","application","org_tool_ind","char(1)","This is a boolean flag (Y/N) that indicates if the tool is a organization tool."
"as_core","application","group_tool_ind","char(1)","This is a boolean flag (Y/N) that indicates if the tool is a tool for group."
"as_core","application","blti_placement_pk1","id","This is a foreign key referencing the primary key of the Basic LTI placement that created the tool (if any)."
"as_core","application","tree_icon","varchar(255)","This is the path and image file name for the tree icon for the tool. 16 x 16 pixels."
"as_core","application","plugins_pk1","id","This is a foreign key referencing the primary key of the Building Block that created the tool (if any)."
"as_core","application","proxy_tools_pk1","id","This is a foreign key referencing the primary key of the Proxy Tool that created the tool (if any)."
"as_core","application","system_tool_ind","char(1)","This is a boolean flag (Y/N) that indicates if the tool is a system tool."
"as_core","application","can_allow_observer_ind","char(1)","This is a boolean flag (Y/N) that indicates if guests are allowed to use the tool. This column is used in conjunction with allow_observer_mask."
"as_core","application","can_allow_guest_ind","char(1)","This is a boolean flag (Y/N) that indicates if guests are allowed to use the tool. Determines whether or not the Instructor can control Guest access to the feature or tool. This column is used in conjunction with allow_guest_mask."
"as_core","application","can_allow_observer_ind","char(1)","Determines whether or not the Instructor can control Observer access to the feature or tool. This is a boolean flag (Y/N) that indicates if guests are allowed to use the tool. This column is used in conjunction with allow_observer_mask."
"as_core","application","pk1","id","This is the surrogate primary key for the table."
"as_core","application","course_tool_ind","char(1)","This is a boolean flag (Y/N) that indicates if the tool is a course level tool."
"as_core","application","course_tool_ind","char(1)","This is a boolean flag (Y/N) that indicates if the tool is a course level tool."
"as_core","application","org_tool_ind","char(1)","This is a boolean flag (Y/N) that indicates if the tool is a organization tool."
"as_core","application","allow_guest_mask","int","This is the bit mask that indicates if guest is allowed to use this tool. SYSTEM = 0x00000001, COURSE = 0x00000002, ORG = 0x00000004, COURSE_GROUP = 0x00000008, ORG_GROUP = 0x00000010, NAVITEM_COURSE = 0x00000001, NAVITEM_ORG = 0x00000002, NONE = 0x00000000, ALL = 0xffffffff."
"as_core","application","proxy_tools_pk1","id","This is a Foreign Key referencing the primary key of the Proxy Tool that created the tool (if any)."
"as_core","application","blti_placement_pk1","id","This is a Foreign Key referencing the primary key of the Basic LTI placement that created the tool (if any)."
"as_core","application","description","ntext","This the localized description of the tool (almost always a bundle key reference)."
"as_core","application","prev_enabled_mask","int","The previous configured value of enabled_mask.  This is used when enabling/disabling Building Blocks
      so that when a Building Block is disabled, then enabled, the previous customizations are
      retained."
"as_core","application","can_configure_ind","char(1)","This is a boolean flag (Y/N) that indicates if the tool can be configured. Signifies if the tool is configured through an outside Web site. This only applies to Building Blocks tools."
"as_core","application","system_tool_ind","char(1)","This is a boolean flag (Y/N) that indicates if the tool is a system tool."
"as_core","application","enabled_mask","int","This the bit mask that determines if the tool is enabled or not. SYSTEM = 0x00000001, COURSE = 0x00000002, ORG = 0x00000004, COURSE_GROUP = 0x00000008, ORG_GROUP = 0x00000010, NAVITEM_COURSE = 0x00000001, NAVITEM_ORG = 0x00000002, NONE = 0x00000000, ALL = 0xffffffff."
"as_core","application","label","nvarchar(255)","This is the localized label of the tool (almost always a bundle key reference)."
"as_core","application","small_icon","varchar(255)","This is the path and image file name for the small icon for the tool. 12 x 12 pixels."
"as_core","application","plugins_pk1","id","This is a Foreign Key referencing the primary key of the Building Block that created the tool (if any)."
"as_core","application","label","nvarchar(255)","This is the localized label of the tool (almost always a bundle key reference)."
"as_core","application","application","varchar(64)","This is the handle of the tool, used to reference the tool in other database tables/code."
"as_core","application","large_icon","varchar(255)","This is the image file name for the icon that displays on the UI for the tool. 50 x 50 pixels."
"as_core","application","ssl_ind","char(1)","This is a boolean flag (Y/N) indicates if the tool needs to run under SSL."
"as_core","application","relabel_ind","char(1)","This is a boolean flag (Y/N) that indicates if this tool has been relabeled."
"as_core","application","enabled_mask","int","This the bit mask that determines if the tool is enabled or not. SYSTEM = 0x00000001, COURSE = 0x00000002, ORG = 0x00000004, COURSE_GROUP = 0x00000008, ORG_GROUP = 0x00000010, NAVITEM_COURSE = 0x00000001, NAVITEM_ORG = 0x00000002, NONE = 0x00000000, ALL = 0xffffffff."
"as_core","application","course_enabled_state","char(1)","If the tool is enabled (via the enabled_mask column), this column determines the enablement status at the course level."
"as_core","application","relabel_ind","char(1)","This is a boolean flag (Y/N) that indicates if this application has been relabeled/renamed."
"as_core","application","can_relabel_ind","char(1)","This is a boolean flag (Y/N) that indicates if the tool can be relabeled."
"as_core","application","prev_enabled_mask","int","The previous configured value of enabled_mask.  This is used when enabling/disabling Building Blocks
      so that when a Building Block is disabled, then enabled, the previous customizations are
      retained."
"as_core","application","pk1","id","This is the surrogate primary key for the table."
"as_core","application","name","nvarchar(64)","This is the localized name of the tool (almost always a bundle key reference). It should contain the same initial value as the label column."
"as_core","application","allow_observer_mask","int","This is the bit mask that indicates if observers are allowed to use this tool. SYSTEM = 0x00000001, COURSE = 0x00000002, ORG = 0x00000004, COURSE_GROUP = 0x00000008, ORG_GROUP = 0x00000010, NAVITEM_COURSE = 0x00000001, NAVITEM_ORG = 0x00000002, NONE = 0x00000000, ALL = 0xffffffff."
"as_core","application","ssl_ind","char(1)","This is a boolean flag (Y/N) indicates if the tool needs to run under SSL - Displays whether or not SSL is enabled for the application."
"as_core","application","org_enabled_state","char(1)","If the tool is enabled (via the enabled_mask column), this column determines the enablement status at the organization level."
"as_core","application_label","label","nvarchar(255)","This is application.application item format for internal code usage."
"as_core","application_label","pk1","id","This is the surrogate primary key for the table."
"as_core","application_label","application","varchar(64)","This is application name: address_book,announcements,bbmarket,collaboration,content,course_email,course_roster,course_tools_area,discussion_board,groups,instructor_gradebook,language_pack_editor,manual,personal_info,rubrics,staff_information,student_gradebook,tasks."
"as_core","application_registry","dtcreated","datetime","This is the date time when the registry was created."
"as_core","application_registry","pk1","id","This is the surrogate primary key for the table."
"as_core","application_registry","registry_value","nvarchar(255)","This is the value for the registry."
"as_core","application_registry","application","varchar(64)","This is a foreign key referencing the primary key of the [AS_CORE].application table. This is the name of the application that has the registry."
"as_core","application_registry","registry_key","varchar(255)","This is the registry key."
"as_core","application_registry","dtmodified","datetime","This is the date time when the registry was last modified."
"as_core","application_setting","setting_type","char(1)","T:Tool enabled setting, G: Guest enabled setting, O:Observer enabled setting"
"as_core","application_setting","application","varchar(64)","This is a foreign key referencing the primary key of the [AS_CORE].application table. This is the name of the application that has the registry."
"as_core","application_setting","mi_affiliate_context_pk1","id","This refers the primary key of the [AS_CORE].mi_affiliate_context table."
"as_core","application_setting","enabled_ind","char(1)","This is a boolean flag (Y/N) that indicates if the tools is enabled."
"as_core","application_setting","is_course_setting_ind","char(1)","This indicates whether this tool setting is for a course or an organization."
"as_core","application_setting","pk1","id","This is the surrogate primary key for the table."
"as_core","association_entity","clp_sog_activity_pk1","id","This is a foreign key to the clp_sog_activity.pk1."
"as_core","association_entity","er_item_pk1","id","This is a foreign key referencing the primary key of the [EVIDENCE_REPOSITORY].er_item table."
"as_core","association_entity","clp_sog_pk1","id","This is a foreign key to the clp_sog.pk1."
"as_core","association_entity","gradebook_main_pk1","id","This is a foreign key referencing the primary key of the [AS_CORE].gradebook_main table."
"as_core","association_entity","pk1","id","This is the surrogate primary key for the table."
"as_core","association_entity","prtfl_tmplt_pk1","id","This is a foreign key to the prtfl_tmplt.pk1."
"as_core","association_entity","evdnc_tmplt_pk1","id","This is a foreign key to the evdnc_tmplt.pk1."
"as_core","association_entity","er_eval_session_pk1","id","This is a foreign key referencing the primary key of the [EVIDENCE_REPOSITORY].er_eval_session table."
"as_core","association_entity","qti_asi_data_pk1","id","This is a foreign key referencing the primary key of the [AS_CORE].qti_asi_data table."
"as_core","attribute_definition","is_external","char(1)","This is a boolean flag (Y/N) indicating whether this attribute's value comes from an external system and not from forms. DEFAULT=Y."
"as_core","attribute_definition","is_secure","char(1)","This is a boolean flag (Y/N) indicating whether this attribute is a secured attribute. DEFAULT=N."
"as_core","attribute_definition","is_securable","char(1)","This is a boolean flag (Y/N) indicating whether this attribute is a securable attribute. DEFAULT=Y."
"as_core","attribute_definition","enum_attribute_type_pk1","id","This is the foreign key referencing the enumerated attribute type table. Used for enumerated attributes that aren't bound to Java types."
"as_core","attribute_definition","pk1","id","This is the surrogate primary key for the table."
"as_core","attribute_definition","name","nvarchar(100)","This is the name of the attribute definition, must be unique within the entity type's namespace."
"as_core","attribute_definition","status","nvarchar(3)","This is the current status of the AttributeDefinition. The status indicates whether or not the definition has been deployed for a data object. Dpl = Deployed, Def = Defined, Dep = Deprecated."
"as_core","attribute_definition","attribute_def_type","varchar(3)","This is the type of attribute. Cor = Core, Cus= Custom, Sys = System."
"as_core","attribute_definition","column_name_3","nvarchar(100)","This is the name of the third column in which the attribute is stored. For multicolumn attributes."
"as_core","attribute_definition","date_added","datetime","This is the date time when the attribute was added."
"as_core","attribute_definition","value_type","varchar(10)","This is the localized datatype. Enumerated String containing typing information for the attribute value. DEFAULT=MSTR."
"as_core","attribute_definition","user_visible_ind","char(1)","This is a boolean flag (Y/N) indicating whether this attribute should be included in user-facing attribute lists. If false, this attribute is considered internal. DEFAULT=Y."
