"Schema","Schema.URL","Schema.ERD.URL","Table","Table.URL","Column.name","Data.type","Default.value","Value.constraint","Default.constraint","Identity","Nullable","Description"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_files","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_files.html","attempt_pk1","id",,"",,"false","false","This is a foreign key to the attempt.pk1."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_files","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_files.html","files_pk1","id",,"",,"false","false","This is a foreign key to the files.pk1."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt.html","submission_date","datetime","",,,"false","false","This is the date the attempt transitioned from in-progress to needs-grading (or complete in the case of an auto-graded item), and this denormalized data is coming from attempt.attempt_date or group_attempt.attempt_date."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt.html","crs_main_pk1","id","",,,"false","false","This is a foreign key referencing the primary key of the course_main table."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt.html","submitted_content_size","numeric(11,0)","0",,,"false","false","Size of the submission content."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt.html","group_attempt_pk1","id","",,,"false","true","This is a foreign key to the group_attempt.pk1."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt.html","gradable_item_pk1","id","",,,"false","true","This is the foreign key referencing gradebook_main table and it will be null only if the original item has been deleted."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt.html","gradebook_title","nvarchar(333)","'.'",,,"false","false","Title of the Gradable Item, and this denormalized data is coming from gradebook_main.title."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt.html","pk1","id","",,,"true","false","This is the surrogate primary key for the table."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt.html","attempt_pk1","id","",,,"false","true","This is a foreign key to the attempt.pk1 and it will be null only if the original item has been deleted."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt.html","uuid","varchar(32)","",,,"false","false","Holds a unique uuid for this gradable item such as an assignment"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt_file","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt_file.html","file_name","nvarchar(500)",,,,"false","false","Name of the file, and this denormalized data is coming from files.file_name."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt_file","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt_file.html","file_size","numeric(11,0)",,,,"false","false","Size of the file, and this denormalized data is coming from files.file_size."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt_file","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt_file.html","attempt_receipt_pk1","id",,,,"false","false","This is a foreign key referencing the primary key of the attempt_receipt table."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt_file","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt_file.html","files_pk1","id",,,,"false","true","Foreign key to files table and it will be null only if the original item has been deleted."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt_file","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt_file.html","pk1","id",,,,"true","false","This is the surrogate primary key for the table."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt_user","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt_user.html","attempt_receipt_pk1","id","","",,"false","false","This is a foreign key referencing the primary key of the attempt_receipt table."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt_user","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt_user.html","is_submitter","char(1)","'Y'","is_submitter_ck
                   Y
                          This user is the submitter.
          
                   N
                          This user is not the submitter.",,"false","false","This is the flag indicating if the user is the submitter."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt_user","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt_user.html","full_name","nvarchar(650)","","",,"false","false","This is the the formatted name of the user using the locale at time of row creation."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt_user","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt_user.html","users_pk1","id","","",,"false","true","Foreign key to users table and it will be null only if the original item has been deleted."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt_user","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt_user.html","user_id","nvarchar(50)","","",,"false","false","This is the user's username, and this denormalized data is coming from users.user_id."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_receipt_user","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_receipt_user.html","pk1","id","","",,"true","false","This is the surrogate primary key for the table."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","last_graded_date","datetime","","",,"false","true","Date and time when the attempt was graded last time by this delegated grader"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","date_added","datetime","NOW","",,"false","false","This is the date and time at which this row was created."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","first_graded_date","datetime","","",,"false","true","Date and time when the attempt was graded first time by this delegated grader"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","date_modified","datetime","NOW","",,"false","false","This is the date and/or time at which this row was modified."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","instructor_comments","ntext","","",,"false","true","Formatted text for instructor feedback.  Formatted text type is specified by feedback_format_type field."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","status","int","","",,"false","true","The status of this delegated grader's attempt.  See: attempt.status for details"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","notes_format_type","char(1)","'H'","attmpt_stgd_nft_ck
                   P
                                  
                   H
                                  
                   S",,"false","true","Formatted text for instructor notes.  Formatted text type: H=HTML, P=PLAIN TEXT, S=SMART TEXT."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","override_ind","char(1)","'N'","attmpt_stgd_ovrrid_ck
                   N
                                  
                   Y",,"false","false","This indicates whether the attempt was overidden. See attempt.overrid_ind"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","pending_anonymous_ind","char(1)","'N'","attmpt_stgd_pndn_ck
                   Y
                                  
                   N",,"false","false","This indicates if this row represents an anonymous grade for this attempt.  For columns that also have 'delegated grading' enabled, the row with this flag set will be created during reconciliation of the grade with this flag separating it from the standard delegated-grading rows. Y=Yes, this is the grade that will be moved into the attempt table when the column is de-anonymized; N/null=No, this is just a normal delegated-grading row"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","feedback_format_type","char(1)","'H'","attmpt_stgd_fft_ck
                   P
                                  
                   H
                                  
                   S",,"false","true","Formatted text type for instructor feedback: H=HTML, P=PLAIN TEXT, S=SMART TEXT."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","show_fb_to_stu_ind","char(1)","'Y'","attmpt_stgd_shw_fb_stu_ck
                   N
                                  
                   Y",,"false","false","Only applicable if associated attempt/group_attempt row has 'S'"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","reconciliation_mode","char(1)","","attmpt_stgd_rcn_md_ck
                   A
                                  
                   H
                                  
                   L
                                  
                   C",,"false","true","Only applicable if pending_anonymous_ind='Y' in which case: If this attempt was graded via delegated grading then this field will record the reconciliation mode used to set the grade. A=Average,H=Highest,L=Lowest,C=Custom"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","instructor_notes","ntext","","",,"false","true","Formatted text for instructor notes.  Formatted text type specified by notes_format_type field."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","pk1","id","","",,"true","false","This is the surrogate primary key for the table."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","attempt_pk1","id","","",,"false","false","This is a foreign key to the attempt.pk1 - the attempt for which this row is a staged grade."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","graded_anonymously_ind","char(1)","'N'","attmpt_stgd_grde_nn_ck
                   Y
                                  
                   N",,"false","false","This indicates if this attempt was last graded during anonymous grading. Y=Yes, it was anonymous; N/null=No, not anonymous"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","grade","nvarchar(32)","","",,"false","true","Grade specific to this delegated grader.  See attempt.grade for details."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","score","numeric(15,5)","","",,"false","true","Score specific to this delegated grader.  See attempt.score for details."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","attempt_staged_grading","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/attempt_staged_grading.html","grader_user_pk1","id","","",,"false","true","Only applicable if pending_anonymous_ind='N' in which case: This is a foreign key to the users.pk1 for the user who set this staged grade (null if pending_anonymous_ind='Y').  Note: Linking to the USERS table, not course_users table so this ownership can live beyond a grader's membership in the course."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","delegated_grader","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/delegated_grader.html","gradebook_main_pk1","id","","",,"false","false","Foreign key to gradebook_main.pk1 (the gradebook column this is a delegated grader for)"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","delegated_grader","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/delegated_grader.html","type","char(1)","'N'","delg_graders_type_ck
                   N
                                  
                   A
                                  
                   G
                                  
                   R",,"false","false","The type of grader - which students are they responsible for? N=None, A=All, G=Specific Groups (See delegated_grader_group), R=Random (See delegated_grader_user)"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","delegated_grader","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/delegated_grader.html","pk1","id","","",,"true","false","This is the surrogate primary key for the table."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","delegated_grader","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/delegated_grader.html","users_pk1","id","","",,"false","false","Foreign key to users.pk1 (the user who is being assigned as a delegated grader)"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","delegated_grader","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/delegated_grader.html","can_view_others_ind","char(1)","'Y'","delg_graders_cvw_oth_ck
                   Y
                                  
                   N",,"false","false","Indicates if this grader is allowed to see the grades, feedback, and notes entered by other delegated graders.  (Only applies prior to the grade being reconciled. TODO: Confirm this statement)"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","delegated_grader","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/delegated_grader.html","random_count","int","","",,"false","true","If type='R' then this is the number of users to randomly assign to this grader"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","delegated_grader_group","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/delegated_grader_group.html","delegated_grader_pk1","id",,,,"false","false","Foreign key to delegated_grader.pk1 (the delegated grader being assigned groups - note, that delegated_grader.type must == 'G' to use this table)"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","delegated_grader_group","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/delegated_grader_group.html","groups_pk1","id",,,,"false","false","Foreign key to groups.pk1 (a group assigned to this grader)"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","delegated_grader_group","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/delegated_grader_group.html","pk1","id",,,,"true","false","This is the surrogate primary key for the table."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","delegated_grader_user","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/delegated_grader_user.html","fixed_user_ind","char(1)","'N'","delegated_grader_user_enum_1
                   Y
                                  
                   N",,"false","false","Y if the grader was explicitly added from the reconcile-grades page. Explicit users should not be deleted during extraneous staged attempt cleanup.  Defaults to 'N'"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","delegated_grader_user","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/delegated_grader_user.html","pk1","id","","",,"true","false","This is the surrogate primary key for the table."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","delegated_grader_user","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/delegated_grader_user.html","delegated_grader_pk1","id","","",,"false","false","Foreign key to delegated_grader.pk1 (the delegated grader being assigned groups - note, that delegated_grader.type must == 'G' to use this table)"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","delegated_grader_user","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/delegated_grader_user.html","course_users_pk1","id","","",,"false","false","Foreign key to course_users (a user assigned to this grader)"
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","gb_custom_view_alias","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/gb_custom_view_alias.html","gradebook_main_pk1","id",,,,"false","true","This is a foreign key to the gradebook_main.pk1."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","gb_custom_view_alias","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/gb_custom_view_alias.html","student_pk1","id",,,,"false","true","This is a foreign key to the course_users.pk1."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","gb_custom_view_alias","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/gb_custom_view_alias.html","groups_pk1","id",,,,"false","true","This is a foreign key to the groups.pk1."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","gb_custom_view_alias","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/gb_custom_view_alias.html","gb_grading_period_pk1","id",,,,"false","true","This is a foreign key to the gradebook_grading_period.pk1."
"gradebook","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-gradebook.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/gradebook.png","gb_custom_view_alias","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/gradebook/gb_custom_view_alias.html","alias","varchar(20)",,,,"false","false","This is the alias of the custom view"
